"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"867022594872033280","","","2017-05-23 14:21:09 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @VentureConnect: Get ready @SDStartupWeek kicks off June19-23 w/ keynote @Jason Calacanis. @SVB_Financial is a proud sponsor. #SDSW http…","866765908701700096","111437784","2017-05-22 21:21:11 +0000","http://bit.ly/2qc4ndF,https://twitter.com/VentureConnect/status/866765908701700096/photo/1"
"867017283847278594","","","2017-05-23 14:00:03 +0000","<a href=""http://socialbee.io/"" rel=""nofollow"">SocialBee.io</a>","Join us for one incredible week at #SDSW! Get tickets before the price goes up on June 17: https://t.co/cpuK9Xki3k https://t.co/IpHDrxWAY6","","","","http://sandiegostartupweek.org/sd-startup-week-t,https://twitter.com/StartupSanDiego/status/867017283847278594/photo/1"
"866983689661497345","","","2017-05-23 11:46:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @SDStartupWeek: We genuinely appreciate all of our 2017 #SDSW sponsors. We couldn't make this event happen without you guys. Thanks for…","866775705438355457","2339762118","2017-05-22 22:00:06 +0000","https://twitter.com/SDStartupWeek/status/866775705438355457/photo/1"
"866970157729677313","","1571540390","2017-05-23 10:52:47 +0000","<a href=""http://www.audiense.com"" rel=""nofollow"">AudienseCo</a>","@Greenbaumly #SDSW is coming up in a few weeks! Save your spot before prices go up on 6/17: https://t.co/aTqX8U1jlD","","","","http://sandiegostartupweek.org/sd-startup-week-trb"
"866949309975212032","","39594610","2017-05-23 09:29:57 +0000","<a href=""http://www.audiense.com"" rel=""nofollow"">AudienseCo</a>","@Greg_Spillane Did you know? #SDSW is an info-packed, week long #startup event. Take a look: https://t.co/aTqX8U1jlD","","","","http://sandiegostartupweek.org/sd-startup-week-trb"
"866923468226527232","","15445377","2017-05-23 07:47:16 +0000","<a href=""http://www.audiense.com"" rel=""nofollow"">AudienseCo</a>","@davincidiva Heard about #SDSW? It's a week long #Startup event here in #SD! Check it out: https://t.co/aTqX8U1jlD","","","","http://sandiegostartupweek.org/sd-startup-week-trb"
"866920064443920384","","27788051","2017-05-23 07:33:44 +0000","<a href=""http://www.audiense.com"" rel=""nofollow"">AudienseCo</a>","@Derrick_NOLA Did you know? #SDSW is happening June 19th-23rd. Have you saved your spot yet? https://t.co/aTqX8U1jlD","","","","http://sandiegostartupweek.org/sd-startup-week-trb"
"866917695505268736","","2997491528","2017-05-23 07:24:19 +0000","<a href=""http://www.audiense.com"" rel=""nofollow"">AudienseCo</a>","@QuestFusion Did you know? #SDSW is an info-packed, week long #startup event. Take a look: https://t.co/aTqX8U1jlD","","","","http://sandiegostartupweek.org/sd-startup-week-trb"
"866886261587443712","","51196557","2017-05-23 05:19:25 +0000","<a href=""http://www.audiense.com"" rel=""nofollow"">AudienseCo</a>","@joe_callahan Coming to #SDSW? We sure hope so! If you have't yet, save your spot here: https://t.co/aTqX8U1jlD","","","","http://sandiegostartupweek.org/sd-startup-week-trb"
"866885204731977728","","120154496","2017-05-23 05:15:13 +0000","<a href=""http://www.audiense.com"" rel=""nofollow"">AudienseCo</a>","@kristen_ryan Thanks for following! What's been your biggest win of the day so far?","","","",""
